Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Madinah - Taibah University,24.4846,39.5418,01-09-2020 00:00,36.4,0.5,116,3.7,2.1,0,1.1,2010.6,86.2,361.1,6596.9,271.2,1153.3,287,453.6,15.7,0.1,9.2,3,936,4.7,6649.2
Madinah - Taibah University,24.4846,39.5418,01-01-2021 00:00,20.3,0.5,157,4,2,0,1.1,1812.8,550.3,625.4,5565,1626.9,2018.8,1073.2,518.1,12.3,0.1,31.5,3,943,4.7,4856
Madinah - Taibah University,24.4846,39.5418,01-04-2021 00:00,29.8,0.5,235,3.8,2.6,0,1.2,2805.7,114,652.9,6357.5,340.1,1705.6,301.2,604.7,14.9,0.1,15.7,2.9,939.1,4.8,7540
Madinah - Taibah University,24.4846,39.5418,01-10-2021 00:00,32.9,0.5,145,4,1.7,0,1,1698.3,84.3,288.8,6348,285,650.7,292.5,317.1,9.9,0,12.4,3,939.3,4.7,5769.9
Al Hanakiyah - TVTC,24.85577,40.536,01-01-2017 00:00,18.8,0.5,11,4,3.1,0.1,1.7,1337.4,405.5,505.2,6122.4,1568.2,1594.3,1019.7,360.6,14.7,0.1,30.6,3,918.9,4.6,4578.4
Al Hanakiyah - TVTC,24.85577,40.536,01-02-2017 00:00,16.8,0.5,66,4,3.6,0.1,1.8,1986.1,600.5,782,5640.4,1830.6,2479.5,1205.5,705.8,14.7,0.1,27.4,3,919,4.6,5384.9
Al Hanakiyah - TVTC,24.85577,40.536,01-03-2017 00:00,23.4,0.5,231,4,3.7,0.1,2.1,2622.9,798.3,935,5070.3,1615.3,2600.7,1339.5,963.4,16.8,0.1,24.6,3,914.7,4.6,6075.7
Al Hanakiyah - TVTC,24.85577,40.536,01-04-2017 00:00,29.5,0.5,155,4,4,0.1,2,3217.4,799.5,829.9,4426.2,1574.2,2281.7,1516.1,1038.3,16.5,0.1,17.9,3,915.5,4.6,6605
Al Hanakiyah - TVTC,24.85577,40.536,01-05-2017 00:00,32.4,0.5,252,4,3.1,0.1,1.9,3067.4,785.1,703.7,4924.9,1441,2154.6,1552.6,1150,23.5,0.1,18.3,3,914.3,4.6,6870
Al Hanakiyah - TVTC,24.85577,40.536,01-06-2017 00:00,37.2,0.5,352,4,3.1,0.1,1.6,2441.4,735.9,694.5,7385,1793,1401.9,1608.5,267.5,13.1,0.1,8.3,3,911.4,4.6,8035.4
Al Hanakiyah - TVTC,24.85577,40.536,01-09-2017 00:00,34.7,0.5,65,3.7,2.9,0.1,1.6,2064.4,227.7,557.4,7253.3,764.9,1615.3,703.1,689.5,16,0.1,9.4,3,913.8,4.5,6604.4
Al Hanakiyah - TVTC,24.85577,40.536,01-10-2017 00:00,29.7,0.5,170,3.7,2.4,0.1,1.6,1326.4,98.1,227.9,8131,516.1,606.2,371.9,338.6,13.9,0.1,13.2,3,916.2,4.6,6029.6
Al Hanakiyah - TVTC,24.85577,40.536,01-11-2017 00:00,23.4,0.5,116,4,3,0.1,1.7,1614,148.8,477.2,5300.1,438.8,1972.4,314.9,712.3,15.5,0.1,32.3,3,917.9,4.6,4578.6
Al Hanakiyah - TVTC,24.85577,40.536,01-03-2018 00:00,26.6,0.5,156,4,3.2,0.1,2,2257.7,206.1,849.3,6409.3,501.9,1987.8,416.2,501.5,16.8,0.1,20,3,916.2,4.6,6591.4
Al Hanakiyah - TVTC,24.85577,40.536,01-04-2018 00:00,27.2,0.5,228,4,3.6,0.1,2.1,2787.1,259.6,965.2,5943.8,556.8,2561.9,470.4,943,24,0.1,23.2,3,913.6,4.6,7158.4
Al Hanakiyah - TVTC,24.85577,40.536,01-05-2018 00:00,32.1,0.5,265,4,4,0.1,2.4,3523,270.5,800.2,4665.5,412.2,1908,469.8,715.6,21.1,0.1,17.6,3,913.2,4.6,7165.7
Al Hanakiyah - TVTC,24.85577,40.536,01-06-2018 00:00,36.1,0.5,311,3.8,3.4,0.1,1.8,2643.9,234.7,884.4,6951.7,584.9,2137.2,495.5,631.9,21.3,0.1,11.4,3,911.2,4.5,7916.7
Al Hanakiyah - TVTC,24.85577,40.536,01-07-2018 00:00,36.2,0.5,279,3.7,3.6,0.1,1.6,2644.2,221.5,900.6,6580.3,579.5,1938.6,558,464.4,14.4,0.1,13.5,3,910,4.5,7658
Al Hanakiyah - TVTC,24.85577,40.536,01-08-2018 00:00,36.8,0.5,303,4,3.1,0.1,1.4,2061.2,178.8,683.9,7241.3,538.6,1736.4,461.4,531.5,15.5,0.1,13.9,3,910.6,4.6,7446.5
Al Hanakiyah - TVTC,24.85577,40.536,01-09-2018 00:00,36.4,0.5,72,4,3.2,0.1,1.7,2709.2,191.7,372.4,4977,391.9,918.4,389.1,316.9,17.1,0.1,12.5,3,913.7,4.6,6388.5
Al Hanakiyah - TVTC,24.85577,40.536,01-10-2018 00:00,28.4,0.5,111,4,3.2,0.1,1.9,1816.7,170.6,560.3,5732.6,478.4,2339.2,376.4,1135.6,21.3,0.1,28.3,3,917.5,4.6,5490
Al Hanakiyah - TVTC,24.85577,40.536,01-11-2018 00:00,20.9,0.5,106,4,3.3,0.1,1.8,1603,162.1,598.4,4974.5,612.6,2745.4,414.5,1027.1,13.9,0.1,53.6,3,918,4.6,4315.5
Al Hanakiyah - TVTC,24.85577,40.536,01-12-2018 00:00,19.3,0.5,99,3.7,3.3,0.1,1.8,1387.7,127.5,518.5,5796.5,530,2209.6,289.5,556,13.9,0.1,47.5,3,919.3,4.6,4308
Al Hanakiyah - TVTC,24.85577,40.536,01-01-2019 00:00,19.2,0.5,189,3.7,3,0.1,1.9,2013.6,159.1,622,3669.5,396.3,2218.7,284.3,821.9,16.3,0.1,43.8,3,918.6,4.6,4019.8
Al Hanakiyah - TVTC,24.85577,40.536,01-02-2019 00:00,18.4,0.5,75,3.7,3.7,0.1,1.9,1950.7,171.2,717.9,4946.3,543.4,2930.4,369,1259.5,16.3,0.1,38.4,3,918,4.5,4920.6
Al Hanakiyah - TVTC,24.85577,40.536,01-03-2019 00:00,20.8,0.5,255,4,3.6,0.1,2.2,1915.2,216.1,1059.1,7278,589.8,2962.6,435.2,858,20.3,0.1,24.4,3,916.3,4.6,6668.2
Al Hanakiyah - TVTC,24.85577,40.536,01-04-2019 00:00,25.6,0.5,259,4,3.5,0.1,1.9,2515.2,683.7,996.6,6506.2,1431.7,2559,1372.5,823.3,18.9,0.1,23.9,3,915.1,4.6,7259.4
Al Hanakiyah - TVTC,24.85577,40.536,01-05-2019 00:00,32.5,0.5,209,4,3.2,0.1,1.9,2839.9,683.6,479.2,5829.9,1435.2,1493.8,1540.3,703.3,24.8,0.1,18.3,3,914.1,4.6,7359.8
Al Hanakiyah - TVTC,24.85577,40.536,01-06-2019 00:00,36.5,0.5,294,4,3.4,0.1,1.6,2732.8,781.9,690,6149.4,1713.8,2134.9,1605.1,966.6,20.3,0.1,12.4,3,912.3,4.6,7467.2
Al Hanakiyah - TVTC,24.85577,40.536,01-07-2019 00:00,36.8,0.5,287,4,3.5,0.1,1.5,2221.4,219.8,789.6,7618.1,572.7,2004.4,488.1,583.8,14.7,0.1,12.2,3,909.8,4.6,7958.2
Al Hanakiyah - TVTC,24.85577,40.536,01-08-2019 00:00,35.8,0.5,284,4,3.5,0.1,1.5,1981.2,174.1,627.9,7644.3,558.8,1680.8,474.8,587.2,15.5,0.1,14.1,3,911.2,4.6,7554.9
Al Hanakiyah - TVTC,24.85577,40.536,01-09-2019 00:00,35.8,0.5,112,4,3,0.1,1.6,2210.9,204.3,574.8,6222.8,477.9,1560.9,424.6,498.5,14.9,0.1,13.8,3,912.8,4.6,6635.6
Al Hanakiyah - TVTC,24.85577,40.536,01-10-2019 00:00,30.4,0.5,157,4,2.9,0.1,1.6,1988,156.9,643.1,5546.6,458.6,1742.3,343.8,540.3,21.1,0.1,23,3,916.3,4.6,5505.8
Al Hanakiyah - TVTC,24.85577,40.536,01-11-2019 00:00,23.6,0.5,84,4,3.2,0.1,1.8,1513,137.7,490.1,5907.5,456.5,1524.3,318.2,431.5,15.5,0.1,38.1,3,917.4,4.6,4778.9
Al Hanakiyah - TVTC,24.85577,40.536,01-12-2019 00:00,19,0.5,151,4,2.8,0.1,1.6,1013.4,113.1,442.4,7183.7,505.7,1851.3,285.8,405.9,13.1,0.1,33.6,3,918.5,4.6,4562.7
Al Hanakiyah - TVTC,24.85577,40.536,01-01-2020 00:00,14.8,0.5,305,4,2.9,0.1,1.6,1127.9,355.8,491.1,7413.2,1788.1,1813.9,1062.9,476.6,13.9,0.1,34.3,3,919.8,4.6,4929.4
Al Hanakiyah - TVTC,24.85577,40.536,01-02-2020 00:00,19,0.5,213,4,3.3,0.1,2.1,1798.4,628.7,886,6283,1861,2822,1257.7,810.2,23.7,0.1,29.9,3,918.9,4.6,5470.3
Al Hanakiyah - TVTC,24.85577,40.536,01-03-2020 00:00,22.9,0.5,223,4,3.6,0.1,2.1,2292.7,679.2,952.2,6386.9,1897.2,2616.8,1446,1043.8,21.3,0.1,21.5,3,915.6,4.6,6632.6
Al Hanakiyah - TVTC,24.85577,40.536,01-04-2020 00:00,27.1,0.5,239,4,3.7,0.1,2.3,2781.8,846.1,1013.8,6290,1844.3,2325.6,1583.3,849.5,20.8,0.1,22.5,3,914.3,4.6,7323.4
Al Hanakiyah - TVTC,24.85577,40.536,01-05-2020 00:00,32.8,0.5,241,4,3.5,0.1,1.9,2956.4,869.3,992.2,5654.4,1870.1,2586.5,1599.1,1074.1,17.9,0.1,17.2,3,914.5,4.6,7249.3
Al Hanakiyah - TVTC,24.85577,40.536,01-09-2020 00:00,34.8,0.5,66,4,3,0.1,1.7,2065.5,606.8,574,6758.2,1556.5,1424.7,1402.2,402.5,14.7,0.1,11.4,3,913.5,4.6,6812.8
Al Hanakiyah - TVTC,24.85577,40.536,01-10-2020 00:00,28.6,0.5,74,4,2.8,0.1,1.5,1300.2,345.2,365,7893.3,1726,1026,1249.6,264.4,15.5,0.1,13.3,3,917.9,4.6,6154.4
Al Hanakiyah - TVTC,24.85577,40.536,01-11-2020 00:00,23.7,0.5,134,4,3,0.1,1.7,1459.6,482.2,462.6,5791,1575.4,1936.5,1044.2,767.5,14.9,0.1,37.9,3,917.7,4.6,4646.2
Al Hanakiyah - TVTC,24.85577,40.536,01-12-2020 00:00,19.2,0.5,79,4,3.1,0.1,1.8,1500,392.8,443.1,5290.1,1671,1969,937.3,549.7,13.9,0.1,39.7,3,919.2,4.6,4199.4
Al Hanakiyah - TVTC,24.85577,40.536,01-01-2021 00:00,18.6,0.5,87,4,3.4,0.1,1.7,1556.5,490.9,629.4,5938.4,1675.1,1998.9,1012.3,506.4,15.2,0.1,36.4,3,919.4,4.6,4720.7
Al Hanakiyah - TVTC,24.85577,40.536,01-02-2021 00:00,19.5,0.5,108,4,3.3,0.1,1.8,1664.4,565.3,736.4,6361.5,1882.8,2673.6,1243.9,1072,18.9,0.1,35,3,918.1,4.6,5417.2
Al Hanakiyah - TVTC,24.85577,40.536,01-03-2021 00:00,25.6,0.5,216,4,3.5,0.1,2.1,2560.5,827.1,903.8,5854.2,1636.9,2121.2,1363.6,557,16.5,0.1,21.5,3,916.1,4.6,6589.8
Al Hanakiyah - TVTC,24.85577,40.536,01-04-2021 00:00,28.2,0.5,101,3.7,3.7,0.1,2,2827.2,853,869,5988,1736.4,2032.8,1551.4,622.9,22.6,0.1,19.7,3,916.1,4.5,7305.7
Al Hanakiyah - TVTC,24.85577,40.536,01-05-2021 00:00,34,0.5,308,3.7,3.3,0.1,1.7,2655.1,734.3,776.7,6538,1723.2,2120.7,1613.6,811.4,20.8,0.1,12.3,3,913.3,4.5,7658.8
Al Hanakiyah - TVTC,24.85577,40.536,01-07-2021 00:00,38.1,0.5,302,4,3.8,0.1,1.6,2575,664.7,613.8,6684.3,1801.4,1838,1590.8,797.7,16.5,0.1,12.3,3,908.7,4.6,7663.1
Al Hanakiyah - TVTC,24.85577,40.536,01-08-2021 00:00,37.2,0.5,320,4,3.3,0.1,1.5,2170.8,184.8,664.7,7263.2,546.2,1671.6,468.6,494.1,20,0.1,12.2,3,910.8,4.6,7545.6
Al Hanakiyah - TVTC,24.85577,40.536,01-09-2021 00:00,35.4,0.5,79,4,3,0.1,1.6,2459,635.7,587,5760,1514,1421.5,1368.9,513,18.7,0.1,13.1,3,912.6,4.6,6608.6
Al Hanakiyah - TVTC,24.85577,40.536,01-10-2021 00:00,31,0.5,136,4,2.5,0.1,1.5,1741.4,156.6,411.8,6635.7,455.7,981.3,380.6,400.2,13.1,0.1,14.8,3,916.6,4.6,5924.8
Al Hanakiyah - TVTC,24.85577,40.536,01-11-2021 00:00,23.9,0.5,75,3.7,3,0.1,1.8,1283.7,136.3,386.7,6657.4,500.3,1722.5,321.1,623.7,17.1,0.1,26.8,3,918.3,4.6,4899.6
Al Hanakiyah - TVTC,24.85577,40.536,01-12-2021 00:00,19.1,0.5,84,4,3,0.1,1.7,1536.5,138.7,593.1,4967,477.2,2668.3,277.8,909.6,12.5,0.1,36.8,3,919.2,4.6,4052.8
Al Uwayqilah,30.327166,42.253735,01-04-2021 00:00,24.9,0.5,311,4,3.9,0.1,2.3,2497.5,226,1053.4,6127,546.7,2366.7,430.3,526.5,24.8,0.1,19.4,3,963.8,4.8,6817.4
Al Uwayqilah,30.327166,42.253735,01-10-2021 00:00,26.6,0.5,70,4,3.2,0.1,1.7,1705,443.6,460.8,5423.6,1310.7,1277.8,1012.5,382.6,12.5,0.1,22.2,3,963.8,4.8,4938.5
Al Uwayqilah,30.327166,42.253735,01-11-2021 00:00,17.9,0.5,334,4,3.1,0.1,1.6,1358.3,442.8,550.8,4998.1,1483.9,2109.7,880.4,545.5,13.3,0.1,37.7,3,967.4,4.9,3868.8
Al Uwayqilah,30.327166,42.253735,01-12-2021 00:00,12.7,0.5,249,4,2.9,0.1,1.8,1420,407.6,504.1,3801.5,1324,2196.2,716.2,568.7,13.1,0.1,47.4,3,968.6,4.9,3175.3
Tabuk - University,28.38287,36.48396,01-01-2017 00:00,11.2,0.5,300,4,2.1,0,1.3,1282.3,368.7,524.5,5592.6,1493.8,2202,910.3,618.3,13.6,0.1,36.7,3,929.7,4.7,4028.6
Tabuk - University,28.38287,36.48396,01-02-2017 00:00,11.5,0.5,354,4,2.3,0,1.3,1318.5,395.4,420.4,6873.2,1618,1328,1076.7,335.2,13.3,0.1,26.5,3,930,4.7,5199.5
Tabuk - University,28.38287,36.48396,01-03-2017 00:00,17.7,0.5,266,4,2.6,0.1,1.7,1617.6,495,677.8,7280.9,1677.6,1953.3,1284.9,594.9,16.3,0.1,25.8,3,925.4,4.6,6312.4
Tabuk - University,28.38287,36.48396,01-04-2017 00:00,23.1,0.5,356,4.1,0.4,0,1.3,2492.4,751,1080.2,6099.6,1840.7,2769.9,1443.9,889.7,15.5,0.1,21.2,2.9,926.3,4.6,6791
Tabuk - University,28.38287,36.48396,01-05-2017 00:00,27.5,0.5,0,0,0,0,0,1894.8,652,694.5,7888.3,1834.3,1701.9,1514.5,467.3,0,0,17.3,3,925.1,4.6,7630.7
Tabuk - University,28.38287,36.48396,01-09-2017 00:00,29.9,0.5,279,4,2.8,0.1,1.3,1888.1,478.5,397.1,6915.3,1627.1,1014,1321.2,305.1,14.7,0.1,22.4,3,924.5,4.6,6626
Tabuk - University,28.38287,36.48396,01-11-2017 00:00,17.5,0.5,289,4,2,0,1,1375.6,149.2,472.4,5824.3,582.3,1811.6,431.4,537.5,10.7,0,39.6,3,928.5,4.7,4388.9
Tabuk - University,28.38287,36.48396,01-03-2018 00:00,21.9,0.5,248,4,2.5,0.1,1.7,1814.9,697,986.7,7139.4,1837.3,2601.5,1321.9,636.5,21,0.1,18.7,3,926.5,4.6,6380.9
Tabuk - University,28.38287,36.48396,01-04-2018 00:00,22.4,0.5,288,4,2.5,0.1,1.5,2347.1,674.3,750.8,6530.4,1909.3,2501.3,1551.4,1141.8,16.5,0.1,24.7,3,924.4,4.6,7043.3
Tabuk - University,28.38287,36.48396,01-05-2018 00:00,28.1,0.5,247,4,3.1,0.1,1.8,2752.3,139.4,994.6,6270.7,311.8,2701.6,301.5,1011.9,18.4,0.1,18.8,3,923.8,4.6,7448.6
Tabuk - University,28.38287,36.48396,01-06-2018 00:00,30.6,0.5,273,4,2.9,0.1,1.5,2058.5,577.9,631.2,8506.7,1896.9,1360.8,1619.6,258.5,15.5,0.1,19.4,3,922.6,4.6,8333
Tabuk - University,28.38287,36.48396,01-07-2018 00:00,31.6,0.5,267,4,2.8,0.1,1.3,1839.3,665.8,821.5,8659.4,1923.9,1758.4,1597.6,319,12.3,0.1,19.7,3,921,4.6,8157.9
Tabuk - University,28.38287,36.48396,01-08-2018 00:00,31,0.6,289,4.4,2.8,0.1,1.2,1266.2,71.8,190.4,9316.7,549.2,624,464.1,264.2,13.6,0.1,23.9,3.4,922,5.2,7802
Tabuk - University,28.38287,36.48396,01-03-2019 00:00,15.7,0.5,250,4,2.8,0.1,1.9,1643.5,128,902.4,7700.4,318.6,2436.2,239.3,733.7,21,0.1,29.7,3,926.7,4.7,6494.3
Tabuk - University,28.38287,36.48396,01-04-2019 00:00,20.6,0.5,272,4,2.7,0.1,1.7,2060.7,409.1,725.3,6569.1,1246.6,2119.9,1297.3,860.4,16.5,0.1,23.4,3,925.8,4.7,6681
Tabuk - University,28.38287,36.48396,01-05-2019 00:00,29,0.5,280,4,2.7,0,1.3,2054.7,565.2,705.3,6870.8,1820.7,1653.6,1486.5,444.1,16.3,0.1,13.4,3,924.7,4.6,7116.1
Tabuk - University,28.38287,36.48396,01-06-2019 00:00,31.4,0.5,263,4,3,0.1,1.4,1917.9,698.5,745.1,8159,1919,1992.7,1572.7,622.1,18.4,0.1,18.3,3,923.1,4.6,7896.1
Tabuk - University,28.38287,36.48396,01-07-2019 00:00,31.8,0.5,281,4,2.8,0.1,1.3,1500,87.4,494.6,9425.8,263.8,1191.5,235.2,284.8,15.5,0.1,18.7,3,921,4.6,8313.3
Tabuk - University,28.38287,36.48396,01-08-2019 00:00,31.3,0.5,263,4,2.7,0.1,1.3,1533,107.6,451.1,8704.4,358.8,1531.2,359.1,601.6,17.3,0.1,21.1,3,922.1,4.6,7684.6
Tabuk - University,28.38287,36.48396,01-09-2019 00:00,30,0.5,277,4,2.7,0,1.2,1567.3,142.3,381.3,7724.1,485.7,1159,492,401.8,12.5,0.1,23.6,3,923.8,4.6,6747.2
Tabuk - University,28.38287,36.48396,01-10-2019 00:00,25.8,0.5,261,3.7,2.5,0,1.3,2188.2,296,1593.9,4966.1,340,3056.7,282,891.9,13.9,0.1,29.9,3,926.7,4.6,5138.7
Tabuk - University,28.38287,36.48396,01-11-2019 00:00,18.8,0.5,27,4,2.1,0,1.1,1259.1,64.7,434.1,5771.2,425.8,2154.6,265.2,739.9,14.4,0.1,36.4,3,928,4.6,4226.5
Tabuk - University,28.38287,36.48396,01-12-2019 00:00,13.1,0.5,250,4,2.1,0,1.4,865.8,84.7,313,6857,678.4,1102.2,403.2,202.3,14.4,0.1,39.5,3,929.3,4.7,4025.8
Tabuk - University,28.38287,36.48396,01-01-2020 00:00,10.3,0.5,259,3.7,1.9,0,1.4,1060,511.6,477.7,6498.1,2077.2,1984.7,1115.3,540.8,12.3,0.1,42.2,3,930.3,4.6,4191.2
Tabuk - University,28.38287,36.48396,01-09-2020 00:00,32.4,0.5,275,4,2.4,0,1.2,1627.6,452.3,397.1,6731.6,1676.4,1256.3,1313.5,434.5,20.8,0.1,18.1,3,924,4.6,6244.6
Tabuk - University,28.38287,36.48396,01-10-2020 00:00,26.8,0.5,273,3.7,2.2,0,1,1270.6,346.5,394.8,7375.2,1636.5,1062.1,1153.7,323.1,10.1,0.1,17.6,3,927.6,4.6,5630.9
Tabuk - University,28.38287,36.48396,01-11-2020 00:00,18.1,0.5,263,3.7,2.2,0,1.2,1000.6,280.2,244.6,6999.7,1580.4,875.1,958.9,248,12.3,0.1,40.3,3,928,4.6,4561.7
Tabuk - University,28.38287,36.48396,01-12-2020 00:00,14.5,0.5,265,3.7,1.9,0,1.2,1259.4,358,529.7,5190.9,1599.1,2230.8,905.3,702.8,14.7,0.1,43.1,3,929.5,4.6,3685.6
Tabuk - University,28.38287,36.48396,01-01-2021 00:00,13.3,0.5,264,4,2,0,1.4,1255.2,365.6,476.1,6090.1,1578.9,1996.4,927,606.3,13.9,0.1,41.5,3,930,4.7,4246.2
Tabuk - University,28.38287,36.48396,01-02-2021 00:00,14.4,0.5,274,4,2.4,0.1,1.6,1345.2,453.6,594,6825.2,1715.3,2412.6,1147.9,912.6,14.7,0.1,39.2,3,928.8,4.7,5149.7
Tabuk - University,28.38287,36.48396,01-09-2021 00:00,29.5,0.5,294,3.7,2.8,0.1,1.2,1565.9,494.6,375.6,7489.3,1622.9,1166.9,1351.9,400.3,11.7,0.1,24.4,3,924.1,4.6,6587.6
Tabuk - University,28.38287,36.48396,01-10-2021 00:00,25.3,0.5,283,4,2.4,0,1.2,1432.5,449.1,501.9,6797.3,1563.2,1696.9,1171.6,610.2,12.8,0.1,25.4,3,927.3,4.7,5489.4
Tabuk - University,28.38287,36.48396,01-11-2021 00:00,19.1,0.5,300,4,1.9,0,1.1,1072.8,283,274.1,6400.4,1540.2,1846.6,945.8,812.4,10.9,0.1,34.5,3,928.8,4.7,4362.8
Tabuk - University,28.38287,36.48396,01-12-2021 00:00,13.7,0.5,243,3.7,2.1,0.1,1.5,1420.9,420.6,528.6,4968,1569.8,2138.3,913.8,482.2,16.3,0.1,39.6,3,929.3,4.6,3774.5
Mahd ad Dahab,23.419423,40.743138,01-04-2021 00:00,26.5,0.5,151,3.7,3.3,0.1,2,2715.3,253.2,866.8,5076.9,475.1,2105.5,442.5,913.7,22.4,0.1,25.5,3,904,4.5,6614.9
Mahd ad Dahab,23.419423,40.743138,01-07-2021 00:00,34.7,0.5,276,4,4.2,0.1,2.2,3481,1339.9,1649.6,4221.5,1311.8,2602.2,1440.8,818.5,18.7,0.1,20.9,3,897.5,4.5,6812.8
Mahd ad Dahab,23.419423,40.743138,01-08-2021 00:00,34.7,0.5,286,4,3.3,0.1,1.9,2185.4,549.2,514.4,5636.9,1628.7,1395.3,1456.7,502.4,24.2,0.1,19.4,3,899.4,4.5,6508
Mahd ad Dahab,23.419423,40.743138,01-09-2021 00:00,32.8,0.5,188,4,2.9,0.1,1.7,2329.5,675.2,518.6,4973,1469,1381.7,1288.8,478.5,12.5,0.1,19.1,3,900.9,4.5,6019.7
Mahd ad Dahab,23.419423,40.743138,01-10-2021 00:00,28.6,0.5,129,4,2.4,0.1,1.5,1604.5,404.8,362.1,6522.6,1477.1,902.1,1157.9,289.3,13.9,0.1,20.4,3,904.8,4.5,5795.7
Mahd ad Dahab,23.419423,40.743138,01-11-2021 00:00,22.7,0.5,120,4,2.5,0.1,1.6,1246.2,380,273.1,6306.3,1511,1466,1050.8,686.2,12.8,0.1,29,3,905.9,4.5,4780.9
Mahd ad Dahab,23.419423,40.743138,01-12-2021 00:00,18.5,0.5,153,4,2.6,0.1,1.6,1470.4,458.1,589.6,5001.9,1548.1,2569.1,923.5,774.6,12.8,0.1,40.9,3,906.8,4.5,4056.8
Farasan - SWCC,16.692097,42.098767,01-01-2017 00:00,26.9,0.5,155,4,3.1,0.1,1.7,1908,494.7,483.8,4814.5,1109.4,1360.8,955,256,11.5,0.1,77.1,3,1012.4,5.1,4822.5
Farasan - SWCC,16.692097,42.098767,01-02-2017 00:00,27,0.5,178,4,3.8,0.1,2,2883.1,657,351.2,2564.2,815.3,1202.8,1058.9,871.2,13.3,0.1,75.2,3,1011.6,5.1,4637
Farasan - SWCC,16.692097,42.098767,01-04-2017 00:00,30.4,0.5,180,4,3.5,0.1,1.7,2685.1,682,517.7,4453.1,1141.9,1358.7,1259.4,586.5,17.9,0.1,71.8,3,1007.2,5,6131.4
Farasan - SWCC,16.692097,42.098767,01-05-2017 00:00,32.6,0.5,233,3.7,3.2,0.1,1.6,2936.2,692.4,608.6,4173.1,1097.5,1307,1298.8,584.7,16.8,0.1,71,3,1005.7,5,6306.4
Farasan - SWCC,16.692097,42.098767,01-06-2017 00:00,33.6,0.5,257,4,3.5,0.1,1.8,3288.5,246.2,551.5,3596.8,313.1,1316.3,394.7,546.2,13.6,0.1,69.4,3,1001.8,5,6265.1
Farasan - SWCC,16.692097,42.098767,01-03-2018 00:00,28.1,0.5,168,4,3.4,0.1,1.9,2369.4,179.3,376.4,5679.6,419.4,896.9,415.5,307.1,12.3,0.1,73.7,3,1008.6,5.1,6545.1
Farasan - SWCC,16.692097,42.098767,01-04-2018 00:00,30.6,0.5,204,4,3.5,0.1,1.7,2690.8,234.4,644.5,5046.4,408.6,1438.9,423.6,464.3,13.3,0.1,72.6,3,1006.2,5,6577
Farasan - SWCC,16.692097,42.098767,01-05-2018 00:00,32.3,0.5,218,4,3.6,0.1,1.8,3095,245,643.9,4629.2,369.1,1220.6,424.3,246.9,13.3,0.1,70.4,3,1004.2,5,6800.7
Farasan - SWCC,16.692097,42.098767,01-06-2018 00:00,33.8,0.5,265,4,1.1,0.1,2.2,3848,277.2,583.2,2741.4,290,1487,424.9,683,19.2,0.1,65.6,3,1001.7,5,6138.8
Farasan - SWCC,16.692097,42.098767,01-07-2018 00:00,34.4,0.5,282,0,0,0,0,3812.7,311,320.8,2586.4,292.1,826.2,484.5,500.8,0.5,0,60.8,3,1001.8,5,6003.1
Farasan - SWCC,16.692097,42.098767,01-08-2018 00:00,34.1,0.5,0,0,0,0,0,3396.6,230.6,397.3,3092.8,285.8,991.7,399.4,506.5,0,0,64.3,3,1002.3,5,5969.5
Farasan - SWCC,16.692097,42.098767,01-09-2018 00:00,33.5,0.5,0,0,0,0,0,2910.5,213.8,387.2,3904.2,294.8,852.9,366.1,348.1,0,0,71.6,3,1004.4,5,5995.6
Farasan - SWCC,16.692097,42.098767,01-01-2019 00:00,26.6,0.5,0,0,0,0,0,2404.7,461.8,298.7,3782.8,877.4,761.5,929.4,279.1,0,0,78.6,3,1012.6,5.1,4754
Farasan - SWCC,16.692097,42.098767,01-02-2019 00:00,27,0.5,328,0,0,0,0,2633.7,182,327.5,3600.6,328.2,1402.4,345.3,727.9,0.5,0,77,3,1011.2,5,5113.6
Farasan - SWCC,16.692097,42.098767,01-03-2019 00:00,27.7,0.5,268,0,0,0,0,2817.3,216.5,555.6,4176.4,377,1568.5,422.6,858.5,5.3,0,73.1,3,1009.7,5.1,5900.8
Farasan - SWCC,16.692097,42.098767,01-08-2019 00:00,33.2,0.6,0,0,0,0,0,3152.4,275.6,435.1,2806.4,459.8,1337.2,514.1,1087,0,0,71.9,3.6,1003.2,6,5428.8
Farasan - SWCC,16.692097,42.098767,01-10-2019 00:00,31.6,0.5,188,0,0,0,0,2084,165.8,395.8,4717.2,385,1477.6,371.6,918.5,0.5,0,71,3,1007.7,5,5322
Farasan - SWCC,16.692097,42.098767,01-11-2019 00:00,29.9,0.5,0,0,0,0,0,1984.7,179.6,427.3,4517,356.2,1113.7,339.3,844.2,0,0,74.1,3,1008.9,5,4776.9
