Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Hafar Al Batin - TVTC,28.33202,45.95708,01-06-2017 00:00,37.2,0.5,335,4,5.5,0.1,2.6,2295.8,741.7,766,7768.6,1968.5,1599.2,1635.1,276,19.7,0.1,11.3,3,960.3,4.8,8093.5
Hafar Al Batin - TVTC,28.33202,45.95708,01-09-2017 00:00,36.3,0.5,346,4,4.2,0.1,2.2,2163.1,177.2,308.8,6523.4,641.4,942.8,598.1,388,19.5,0.1,12.1,3,963.1,4.8,6699.5
Hafar Al Batin - TVTC,28.33202,45.95708,01-10-2017 00:00,29.6,0.5,87,3.7,4.5,0.1,1.9,1988.4,147.5,424.5,5629.1,385.7,1329.7,344.6,496.8,17.9,0.1,20.9,3,967.5,4.8,5477.1
Hafar Al Batin - TVTC,28.33202,45.95708,01-11-2017 00:00,21,0.5,92,4,4.1,0.1,1.7,1820.8,185.7,658.2,4263.4,423.1,2052.4,280.5,707.2,15.7,0.1,35.2,3,971.6,4.9,4058.3
Hafar Al Batin - TVTC,28.33202,45.95708,01-03-2018 00:00,23.6,0.5,78,4,4.4,0.1,2.2,2586.4,199.4,622.5,5077.5,436.4,2119.6,400.9,1098,21.1,0.1,24.3,3,968.4,4.9,5984.3
Hafar Al Batin - TVTC,28.33202,45.95708,01-04-2018 00:00,25.1,0.5,130,4,4.5,0.1,2.5,3517.5,264,1009.2,3686.9,515.7,2532.1,466.6,1248.6,32.5,0.1,36.1,3,965.4,4.9,6230
Hafar Al Batin - TVTC,28.33202,45.95708,01-05-2018 00:00,31.6,0.5,36,4,4.3,0.1,2.3,3506.6,278.8,1110,4693.5,489.3,2781.6,475,1033.2,37.3,0.1,22.2,3,963.7,4.8,7129.9
Hafar Al Batin - TVTC,28.33202,45.95708,01-06-2018 00:00,36,0.5,332,4,6.1,0.1,3.1,3209.5,261.2,883,5972.5,498,1807.2,485.2,460,22.4,0.1,13.8,3,959.1,4.8,7805.1
Hafar Al Batin - TVTC,28.33202,45.95708,01-07-2018 00:00,37,0.5,317,4,6.6,0.1,2.9,2769.3,214.7,614.1,6397.1,542.9,1632.4,551.4,823.4,24.5,0.2,12.5,3,956.4,4.8,7640.7
Hafar Al Batin - TVTC,28.33202,45.95708,01-08-2018 00:00,36.3,0.5,315,4,5.4,0.1,2.9,1881,152.8,575.2,7857,597.2,1357.9,506,370.1,22.6,0.1,13.9,3,958.2,4.8,7509.3
Hafar Al Batin - TVTC,28.33202,45.95708,01-09-2018 00:00,36.6,0.5,353,4,4,0.1,2.1,2380.7,174.7,430,5730.7,446.1,1073.3,409.5,379.4,18.4,0.1,13.1,3,963,4.8,6395.5
Hafar Al Batin - TVTC,28.33202,45.95708,01-10-2018 00:00,28.5,0.5,159,3.7,4,0.1,1.8,2070.6,152.8,424.4,5040.5,410.8,1518.6,348.6,634,19.5,0.1,28,3,968.9,4.8,5214.2
Hafar Al Batin - TVTC,28.33202,45.95708,01-11-2018 00:00,17.4,0.5,102,3.7,3.9,0.1,2,1705.9,176,615.7,3019.9,409.9,2368.6,302,1223.7,19.2,0.1,78.1,3,972.2,4.8,3269.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-12-2018 00:00,15,0.5,93,3.9,4.1,0.1,1.9,1556.9,123.3,455.9,3977.4,376,1992.2,241.6,590,16.3,0.1,66.6,3,973.8,4.8,3483.6
Hafar Al Batin - TVTC,28.33202,45.95708,01-02-2019 00:00,14.4,0.5,43,4,4.3,0.1,2.2,1811.9,185.5,729.7,4751.4,506.9,3116.9,338.2,1284.1,16.5,0.1,49.9,3,972.1,4.9,4466.5
Hafar Al Batin - TVTC,28.33202,45.95708,01-03-2019 00:00,18.1,0.5,184,4,5.7,0.1,3.2,2266.7,203.3,976.7,5595.6,517,2914.3,407.1,1100.7,26.6,0.2,34.5,3,968.5,4.9,5871.1
Hafar Al Batin - TVTC,28.33202,45.95708,01-04-2019 00:00,23.8,0.5,337,4,4.9,0.1,2.7,2708,576.9,861.6,5520.2,1331.1,2559.2,1245.3,1095.3,23.2,0.1,30.9,3,966.9,4.9,6712.2
Hafar Al Batin - TVTC,28.33202,45.95708,01-05-2019 00:00,32.8,0.5,13,4,4.4,0.1,2.2,3250.1,849.9,751.2,4945.1,1435,1852,1488.2,680.5,21.1,0.1,17.4,3,964.2,4.8,7069.7
Hafar Al Batin - TVTC,28.33202,45.95708,01-06-2019 00:00,37.6,0.5,327,4,5.1,0.1,2.6,2219,650.5,561.4,7868.3,1847.3,1209.9,1617.2,220.3,22.4,0.1,11.3,3,960.2,4.8,8091.9
Hafar Al Batin - TVTC,28.33202,45.95708,01-07-2019 00:00,37.1,0.5,312,4,5.7,0.1,2.9,1892.6,215.6,602.4,8414.4,561.7,1281.3,480.8,245.6,22.1,0.1,12.4,3,956.9,4.8,8045.2
Hafar Al Batin - TVTC,28.33202,45.95708,01-08-2019 00:00,37.1,0.5,310,4,5.8,0.1,2.9,2008.3,165.1,517.6,7588.7,509.3,1084.2,469.5,301.2,23.7,0.1,12.1,3,958.2,4.8,7512.5
Hafar Al Batin - TVTC,28.33202,45.95708,01-09-2019 00:00,35.7,0.5,13,4,3.8,0.1,1.9,1896.7,160.6,444.8,6757.5,514.9,1166.7,428,360.4,16.5,0.1,14.8,3,962.5,4.8,6538
Hafar Al Batin - TVTC,28.33202,45.95708,01-10-2019 00:00,29.7,0.5,62,4,4,0.1,1.9,2146.8,158.4,403.1,4383,383.8,1675.1,338.8,755.4,40.5,0.1,32.7,3,967.1,4.8,4904.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-11-2019 00:00,19.4,0.5,74,4,3.7,0.1,1.9,1668.2,148.5,529.2,4093,400.3,2159.7,271.4,868,17.9,0.1,46.4,3,971.4,4.9,3795.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-12-2019 00:00,14.5,0.5,150,4,4.5,0.1,2.2,1121.3,110.6,434.7,5525.4,489.7,2204.6,248.9,706.2,17.1,0.1,52.2,3,972.1,4.9,3700.1
Hafar Al Batin - TVTC,28.33202,45.95708,01-01-2020 00:00,12.1,0.5,272,4,4.8,0.1,2.9,1183.7,403.1,531.4,6099.9,1593.8,1932.3,935.7,436.9,20.3,0.1,45,3,972.7,4.9,4174.6
Hafar Al Batin - TVTC,28.33202,45.95708,01-02-2020 00:00,15.4,0.5,179,4,5.4,0.1,2.8,1817,625.8,851.7,5455,1760.1,2695,1122.1,662.6,23.2,0.1,36.6,3,971.9,4.9,4878.4
Hafar Al Batin - TVTC,28.33202,45.95708,01-03-2020 00:00,19.9,0.5,262,4,5.3,0.1,3,2339.1,706.9,953.1,5400.9,1741.2,2504.9,1312,818.1,22.6,0.1,33.9,3,967.6,4.9,5863.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-04-2020 00:00,25.9,0.5,48,4,4.9,0.1,2.5,3014.2,868.6,913.9,5000.1,1722,2347.4,1465.6,985,36,0.1,27.8,3,965.5,4.9,6630.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-05-2020 00:00,31.5,0.5,331,4,4.8,0.1,2.7,3154.7,253.5,913.8,5501.1,513.7,2322.3,462.4,990.3,28,0.1,16.4,3,964.7,4.8,7335.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-09-2020 00:00,35.5,0.5,330,4,4,0.1,2.3,1854.5,518.7,404.2,7033.9,1580.7,945.6,1385.8,325.9,21.9,0.1,12.4,3,962.4,4.8,6631.2
Hafar Al Batin - TVTC,28.33202,45.95708,01-10-2020 00:00,27.2,0.5,308,4,3.1,0.1,1.9,1214.4,296,203.6,7657.2,1601.6,600.2,1174.1,311.7,17.6,0.1,16.8,3,968.7,4.9,5695.4
Hafar Al Batin - TVTC,28.33202,45.95708,01-11-2020 00:00,20.3,0.5,102,4,4.4,0.1,2.1,1696.9,496.6,631.2,4056.9,1551.1,2696.5,964.8,985.1,23.2,0.1,47,3,970.9,4.9,3830.6
Hafar Al Batin - TVTC,28.33202,45.95708,01-12-2020 00:00,13.5,0.5,49,4,3.1,0.1,2.1,1335.2,378.8,497.4,3665.1,1399,2760.9,789.4,1125.5,14.7,0.1,65.9,3,974.4,4.9,3067.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-01-2021 00:00,13.3,0.5,307,4,3.4,0.1,2.4,1482.7,409.6,553.5,4943.7,1527.5,2189,867.7,592.8,16.8,0.1,43.7,3,974.3,4.9,3939
Hafar Al Batin - TVTC,28.33202,45.95708,01-02-2021 00:00,15.5,0.5,113,3.7,4.1,0.1,2.6,1756.2,536.9,681.1,4525.7,1670.2,2705.7,1109.1,1185.3,19.7,0.1,47.8,3,972.5,4.8,4359.8
Hafar Al Batin - TVTC,28.33202,45.95708,01-03-2021 00:00,21.2,0.5,23,4,5,0.1,2.8,2619,732.3,894.2,4537.6,1566.9,2112.4,1213.8,688,23.5,0.1,26.9,3,968.6,4.9,5652.9
Hafar Al Batin - TVTC,28.33202,45.95708,01-04-2021 00:00,27.8,0.5,342,3.7,4.7,0.1,2.6,2763.5,615.7,903,5212.9,1517,2254,1318,656.6,36.2,0.1,17.3,3,967.3,4.8,6570.6
Hafar Al Batin - TVTC,28.33202,45.95708,01-05-2021 00:00,34,0.5,275,3.7,4.2,0.1,2.2,2706.7,530.6,899.1,5982.7,1361.6,2332.9,1349.3,964.9,27.5,0.1,12.9,3,962.4,4.8,7198.4
Hafar Al Batin - TVTC,28.33202,45.95708,01-07-2021 00:00,39.4,0.5,327,4,4.5,0.1,2.6,2191.7,531.8,591.1,7567.2,1765.2,1440.4,1589.7,468,20.8,0.1,12.5,3,956,4.8,7820.6
Hafar Al Batin - TVTC,28.33202,45.95708,01-08-2021 00:00,37.9,0.5,318,4,4,0.1,2.6,2074.4,167.5,490.6,7244.1,544,1172.8,451.5,333.6,20.5,0.1,13.2,3,958.8,4.8,7351.9
Hafar Al Batin - TVTC,28.33202,45.95708,01-09-2021 00:00,33.6,0.5,342,3.7,4.1,0.1,2.5,1649.2,463.5,449.3,7565.5,1783.6,1089.4,1354.4,261.5,18.9,0.1,15.7,3,962.5,4.8,6662.7
Hafar Al Batin - TVTC,28.33202,45.95708,01-10-2021 00:00,29.2,0.5,65,3.7,3.6,0.1,1.9,1722.6,191.7,437.5,5921.6,434.8,1457.5,358.3,553,14.4,0.1,20.3,3,968,4.8,5328.4
Hafar Al Batin - TVTC,28.33202,45.95708,01-11-2021 00:00,20.6,0.5,317,4,3.8,0.1,2.1,1460.7,139.1,511.2,5313.9,450.8,1867,282.2,503.2,17.9,0.1,32.2,3,971,4.9,4208.3
Hafar Al Batin - TVTC,28.33202,45.95708,01-12-2021 00:00,14.3,0.5,14,4,3.7,0.1,2.2,1624.8,129.6,488.9,3357.8,446.5,2518.1,250.1,910.7,16.8,0.1,48.7,3,973.2,4.9,3209.2
Al Dhahran - KFUPM,26.30355,50.14412,01-01-2017 00:00,17.2,0.5,276,4,1.8,0,1.2,1555.3,422.8,460.4,3773,1022,1786.3,784.6,587,10.9,0.1,67.5,3,1010.7,5.1,3555.2
Al Dhahran - KFUPM,26.30355,50.14412,01-02-2017 00:00,15.8,0.5,292,4,2,0,1.2,1718,484.2,516.8,3219.2,1301.1,2512.6,1058.7,1510.8,12,0.1,65,3,1011.7,5.1,3690.5
Al Dhahran - KFUPM,26.30355,50.14412,01-03-2017 00:00,21.4,0.5,36,4,1.6,0,1.2,2312.3,667,793.9,2650.6,1264.6,2288.5,1143.3,1623.4,13.9,0.1,63.5,3,1006.1,5,4160.6
Al Dhahran - KFUPM,26.30355,50.14412,01-04-2017 00:00,28.5,0.5,346,4,2.2,0,1,2751.2,697.3,828,4626,1678.7,2200.5,1404.2,773.6,12.8,0.1,42.2,3,1003.5,5,6185.7
Al Dhahran - KFUPM,26.30355,50.14412,01-05-2017 00:00,34.1,0.5,332,4,2.2,0,1,2953.9,224.8,666.3,4460.6,389.9,1542.5,402.6,611.2,13.9,0.1,32.7,3,999.1,5,6441.2
Al Dhahran - KFUPM,26.30355,50.14412,01-06-2017 00:00,36.5,0.5,311,4,2.3,0,1,1893,620.6,544.3,7104.6,1691.5,1158.1,1449.5,215.5,12.8,0.1,25.8,3,993.4,5,7197.4
Al Dhahran - KFUPM,26.30355,50.14412,01-09-2017 00:00,34.4,0.5,50,4,1.4,0,1,2000.7,159.9,377,5471.4,457.1,974.8,442.7,376.4,7.2,0,58.9,3,997.7,5,5932.9
Al Dhahran - KFUPM,26.30355,50.14412,01-10-2017 00:00,30.7,0.5,321,4,1.4,0,1,1640.5,129.3,359.8,5360.6,368.4,808.9,320.5,298.6,8.8,0,57.9,3,1003.4,5,5098.4
Al Dhahran - KFUPM,26.30355,50.14412,01-11-2017 00:00,24.8,0.5,285,4,1.4,0,1,1532.9,141.5,493.9,4097.3,357.2,1873.8,277.9,830.9,8.3,0,60.8,3,1008.5,5.1,3809
Al Dhahran - KFUPM,26.30355,50.14412,01-12-2017 00:00,18.4,0.5,273,4,1.9,0,1.3,1158.9,119.6,379.2,5336.6,536.1,1412.5,365.7,317.3,10.1,0.1,56.7,3,1012.5,5.1,3810.2
Al Dhahran - KFUPM,26.30355,50.14412,01-03-2018 00:00,25.1,0.5,348,4,1.8,0,1,2337.3,208.3,785.7,5403.5,440.7,1936.1,395.7,662.7,10.7,0.1,42,3,1005.6,5,6090.6
Al Dhahran - KFUPM,26.30355,50.14412,01-04-2018 00:00,27.4,0.5,15,4,2.1,0,1.1,3215.2,239.5,783.8,2999,457.4,2330.6,433.6,1416.3,12.8,0.1,44.8,3,1002.6,5,5518.1
Al Dhahran - KFUPM,26.30355,50.14412,01-05-2018 00:00,32.7,0.5,25,4,1.8,0,1.2,3459.5,271.4,844.6,4251.6,452,2108.3,447.2,883.4,13.6,0.1,34.6,3,999.6,5,6756.9
Al Dhahran - KFUPM,26.30355,50.14412,01-06-2018 00:00,37.6,0.5,309,4,2.3,0,1,2660,201.4,516.6,6458.8,481.8,1076.8,489.2,241.1,13.1,0.1,26.5,3,992.6,5,7695.9
Al Dhahran - KFUPM,26.30355,50.14412,01-07-2018 00:00,38.1,0.5,312,4,2.1,0,1.1,2822,222.4,656.3,5758.1,444.7,1348.1,513.6,320.3,10.9,0.1,30.4,3,989.4,5,7303.7
Al Dhahran - KFUPM,26.30355,50.14412,01-08-2018 00:00,37.4,0.5,316,4,2,0,1.1,2336.5,188.3,540.3,6207.6,471.4,1326.8,440.2,405.7,12,0.1,33,3,991.5,5,7003.3
Al Dhahran - KFUPM,26.30355,50.14412,01-09-2018 00:00,35.3,0.5,55,4,1.4,0,1,2182,150.6,348.8,5226.8,414.3,929.5,387.5,403.3,7.5,0,57.1,3,997.6,5,5998.5
Al Dhahran - KFUPM,26.30355,50.14412,01-10-2018 00:00,30.7,0.5,30,3.7,1.5,0,1,2069.9,161.6,311.1,4035.2,334.5,1279.9,334.1,700.2,13.1,0,60.6,3,1005.2,5,4738.8
Al Dhahran - KFUPM,26.30355,50.14412,01-11-2018 00:00,24.3,0.5,344,3.7,1.7,0,1.2,1717.6,138.4,496.3,3235.4,382.3,1934,259.6,990.3,10.4,0.1,69.9,3,1009,5,3505.6
Al Dhahran - KFUPM,26.30355,50.14412,01-12-2018 00:00,20.7,0.5,0,0,0,0,0,1605,119.8,373.8,4011.3,349.9,1439.9,236.3,364.3,0,0,70.3,3,1011.4,5,3640.3
Al Dhahran - KFUPM,26.30355,50.14412,01-01-2019 00:00,19.2,0.5,0,0,0,0,0,1869.8,167.2,585.6,3402.5,371.3,1817,249.1,509.1,0,0,63,3,1011.3,5.1,3714.1
Al Dhahran - KFUPM,26.30355,50.14412,01-02-2019 00:00,18.9,0.5,0,0,0,0,0,1766.8,154.2,616.5,3934.5,427.3,2642,312.5,1157.7,0,0,65.3,3,1010,5.1,4141.7
Al Dhahran - KFUPM,26.30355,50.14412,01-03-2019 00:00,21.3,0.5,0,0,0,0,0,2258.4,203.4,918.7,4705.8,460.4,2661.3,378.5,1095,0,0,55.3,3,1006.7,5.1,5494.2
Al Dhahran - KFUPM,26.30355,50.14412,01-04-2019 00:00,26.6,0.5,252,0,0,0,0,2842.8,613.1,694.9,3948.8,1154,2394.7,1216,1357.5,0.5,0,46.2,3,1003.7,5,5799
Al Dhahran - KFUPM,26.30355,50.14412,01-05-2019 00:00,33.7,0.5,0,0,0,0,0,2927.1,755.6,762.4,4609.5,1355.8,2053.2,1394.9,841.1,0,0,32.9,3,999.9,5,6486.3
Al Dhahran - KFUPM,26.30355,50.14412,01-06-2019 00:00,38.4,0.5,0,0,0,0,0,2113.4,507.1,364.4,6634.7,1576.2,748.9,1447.5,174.4,0,0,26.6,3,993.7,5,7163
Al Dhahran - KFUPM,26.30355,50.14412,01-07-2019 00:00,37.8,0.5,0,0,0,0,0,2237.7,265.2,507.2,6634.9,740.8,1146.5,792.3,336.6,0,0,32.7,3,990.1,5,7331.7
Al Dhahran - KFUPM,26.30355,50.14412,01-08-2019 00:00,37.5,0.5,0,0,0,0,0,2277.7,186.2,579.4,6200.9,440.9,1175.5,432,318.9,0,0,39.2,3,991.8,5,6917.7
Al Dhahran - KFUPM,26.30355,50.14412,01-10-2019 00:00,32.3,0.5,0,0,0,0,0,1885.6,138.5,285.6,4587.5,316.6,714.7,340.1,344.1,0,0,61.1,3,1003.2,5,4902
Al Dhahran - KFUPM,26.30355,50.14412,01-11-2019 00:00,24.6,0.5,0,0,0,0,0,1557.1,129.4,355.3,4038.6,366.4,1676.1,268.5,774.6,0,0,57.4,3.1,1008.7,5.2,3802.9
Al Dhahran - KFUPM,26.30355,50.14412,01-12-2019 00:00,20.3,0.5,267,0,0,0,0.1,1309.2,105,309.8,4063.3,368,2044.6,244.5,874.3,0.5,0,69.5,3,1010.4,5.1,3380.7
Al Dhahran - KFUPM,26.30355,50.14412,01-01-2020 00:00,17.3,0.5,285,4,0.4,0,1,1189.9,371.1,423.9,4731.9,1324.7,2168.8,862,1020.1,10.9,0,65.3,3,1010.9,5.1,3705
Al Dhahran - KFUPM,26.30355,50.14412,01-02-2020 00:00,19.2,0.5,326,4,2.1,0,1,1774.6,548.9,652.2,4549.5,1397.4,1982.9,1035.5,612.6,10.4,0.1,59,3,1010.6,5,4564.7
Al Dhahran - KFUPM,26.30355,50.14412,01-03-2020 00:00,22.7,0.5,64,4,2.2,0,1.1,2344.4,634.2,810.2,4205.4,1402.3,2191.9,1182.9,952.2,12.5,0.1,57.5,3,1005.4,5,5272.8
Al Dhahran - KFUPM,26.30355,50.14412,01-04-2020 00:00,27.5,0.6,93,4.7,2.2,0.1,1,2802.5,873.7,643.6,3393.9,1735.7,2317.5,1650.2,1472.3,12.3,0.1,51.5,3.5,1003.1,5.9,5364.5
Al Dhahran - KFUPM,26.30355,50.14412,01-05-2020 00:00,32.6,0.5,345,4,2,0,1,2665.9,227.7,936.1,5732,477.2,2328.6,439.7,836.9,10.7,0.1,35.9,3,999.9,5,7000.4
Al Dhahran - KFUPM,26.30355,50.14412,01-09-2020 00:00,35.3,0.5,52,3.7,1.5,0,1,1785,163.3,234.1,5939.9,694.5,640.3,1761.2,296.4,8.8,0,51.7,3,997.2,5,6075.9
Al Dhahran - KFUPM,26.30355,50.14412,01-10-2020 00:00,29.8,0.5,335,3.7,1.5,0,0.9,1278.3,138.1,268.8,6355.5,530.8,732.1,410.7,334.1,8,0,59.2,3,1004.2,5,5253.3
Al Dhahran - KFUPM,26.30355,50.14412,01-11-2020 00:00,25.6,0.5,201,4,1.6,0,1,1406.7,403.5,359.6,4882.3,1298.7,1773.3,888.9,842.7,9.9,0,65.5,3,1008.5,5,4139.8
Al Dhahran - KFUPM,26.30355,50.14412,01-12-2020 00:00,19.9,0.5,292,4,2,0,1,1470.4,387.9,363.9,4221.3,1148.5,1632.5,781.7,530.1,9.3,0.1,68.3,3,1011.4,5.1,3623.2
Al Dhahran - KFUPM,26.30355,50.14412,01-01-2021 00:00,18.5,0.5,298,4,1.9,0,1,1536.3,417.8,469.1,4773.8,1333.3,1664.1,881.7,502.3,10.1,0.1,62.8,3,1011.3,5.1,4101.8
Al Dhahran - KFUPM,26.30355,50.14412,01-02-2021 00:00,19.7,0.5,317,4,2.1,0,0.8,1666.3,529.1,573.8,4831.7,1460.5,2468.9,1114.6,1021.4,9.3,0.1,65,3,1009.2,5.1,4581.9
Al Dhahran - KFUPM,26.30355,50.14412,01-10-2021 00:00,31.1,0.5,336,4,1.7,0,1,1623.6,175.1,332.6,5570.4,427.8,979.1,379.6,384.7,10.7,0,59.5,3.3,1002.8,5.4,5254.1
Al Dhahran - KFUPM,26.30355,50.14412,01-11-2021 00:00,25.5,0.5,291,4,1.7,0,1,1414.9,115.5,336.2,5161.5,385.5,1198.2,282.6,425,8.5,0,60.6,3,1007,5,4294
Al Dhahran - KFUPM,26.30355,50.14412,01-12-2021 00:00,20.4,0.5,267,4,1.9,0,1.1,1507.2,123.2,443.1,3965.8,358.3,1874,241.5,731.6,8.8,0.1,66.6,3,1010.5,5.1,3558.8
Jeddah - KAU,21.49604,39.24492,01-01-2017 00:00,25.6,0.5,329,4,3.4,0.1,1.8,1566.2,404.5,325.6,4609.3,1027.2,1145.1,832.1,326,15.2,0.1,80,3,1007.6,5,4179.9
Jeddah - KAU,21.49604,39.24492,01-02-2017 00:00,24.8,0.5,337,4,4.4,0.1,2.3,2134.6,535.3,522.7,2999.4,1272.9,2106.7,1043.5,1106.4,19.7,0.1,63.8,3,1007.1,5,4052.3
Jeddah - KAU,21.49604,39.24492,01-03-2017 00:00,26.8,0.5,323,4,4.1,0.1,2.2,2542.8,705.5,716.2,3507.3,1099,1893.9,1122.5,736.4,15.7,0.1,72.5,3,1003.5,5,5072.3
Jeddah - KAU,21.49604,39.24492,01-04-2017 00:00,30.9,0.5,322,4,4.2,0.1,2.3,2830.8,711.2,557,3692.8,1095.2,1113.2,1208.2,475,17.6,0.1,60.5,3,1002.2,5,5700.8
Jeddah - KAU,21.49604,39.24492,01-05-2017 00:00,33.5,0.5,320,4,4.2,0.1,2.4,2791.6,650.6,405.7,4368,1101.9,1053.2,1298.3,467.1,18.4,0.1,55.1,3,1000.6,5,6236
Jeddah - KAU,21.49604,39.24492,01-06-2017 00:00,33.7,0.5,318,4,3.9,0.1,2,2515.2,684.7,557.3,5244.5,1482.8,1385.5,1433.3,337,17.6,0.1,65,3,996.9,5,6628
Jeddah - KAU,21.49604,39.24492,01-09-2017 00:00,33.9,0.5,317,3.7,3.6,0.1,1.8,2723.3,214.7,411,4310,340.1,942.6,424.6,332.7,14.4,0.1,77.9,3,998.8,5,5981.7
Jeddah - KAU,21.49604,39.24492,01-10-2017 00:00,31.4,0.5,325,3.7,3.6,0.1,1.9,1835.5,128.6,203.7,5582.8,392.3,663.4,355,355.6,15.5,0.1,85.1,3,1002.5,5,5562
Jeddah - KAU,21.49604,39.24492,01-11-2017 00:00,29.2,0.5,328,4,3.3,0.1,1.7,1802.6,137.4,347.8,4521,358.9,1174.9,283.2,532.6,12.5,0.1,83,3,1005,5,4469.3
Jeddah - KAU,21.49604,39.24492,01-03-2018 00:00,28.5,0.5,319,4,3.3,0.1,2.1,2259.9,201.3,702.2,5876,462.8,1563.1,413.4,417.4,16.5,0.1,50.1,3,1003.6,5,6348.6
Jeddah - KAU,21.49604,39.24492,01-04-2018 00:00,29.7,0.5,319,4,3.7,0.1,2.2,2655.6,222.3,624.1,5662.2,505.9,1493.5,445.2,473.6,15.7,0.1,46.4,3,1001.4,5,6918
Jeddah - KAU,21.49604,39.24492,01-05-2018 00:00,33.4,0.5,318,4,4,0.1,2.4,3077,249.3,768.3,5216.1,461.8,1575.5,480.7,337.5,17.1,0.1,40.2,3,999.3,5,7145.1
Jeddah - KAU,21.49604,39.24492,01-06-2018 00:00,33.9,0.5,317,4,4.2,0.1,2.3,3198.7,286,880.6,4900.1,467.1,1842.8,486.3,457.5,20.3,0.1,46.2,3,997.1,5,7049.4
Jeddah - KAU,21.49604,39.24492,01-07-2018 00:00,34.7,0.5,311,4,3.8,0.1,2.1,3023.7,223.1,621,4886.1,434.3,1258.1,457.3,299.5,17.3,0.1,44.2,3,997.2,5,6883
Jeddah - KAU,21.49604,39.24492,01-08-2018 00:00,34.5,0.5,313,4,4.1,0.1,2.2,2592.3,202.7,495.6,5172.4,413,1136.2,452.5,396.4,16.5,0.1,50,3,997.4,5,6584.6
Jeddah - KAU,21.49604,39.24492,01-09-2018 00:00,33.4,0.5,299,4,3,0.1,1.7,3065.4,234.6,463.1,3435,271.1,942.6,361.5,318.9,17.9,0.1,64.1,3,998.9,5,5723
Jeddah - KAU,21.49604,39.24492,01-10-2018 00:00,31.3,0.5,315,3.7,2.8,0.1,1.8,2094.4,146.2,310.1,4373.8,317.3,1476.7,330.5,1035.3,13.9,0.1,61.2,3,1003.1,5,5027.9
Jeddah - KAU,21.49604,39.24492,01-11-2018 00:00,27.7,0.5,342,4,2.9,0.1,1.7,1792.8,139.6,455.3,3701.1,350.9,1826.3,279.9,992.4,15.7,0.1,58.3,3,1005.1,5,3939.4
Jeddah - KAU,21.49604,39.24492,01-12-2018 00:00,25.7,0.5,333,4,3.7,0.1,2,1753.3,141.2,505.8,3762.9,392.1,2184.6,262.5,767.7,13.9,0.1,62.6,3,1007.5,5.1,3797.9
